,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2007-12-10,7.8542055726516065,7.974605737199703,9.370324300943288,7.8542055726516065,7.8542055726516065,0.8240563181796973,0.8240563181796973,0.8240563181796973,0.35178794441429856,0.35178794441429856,0.35178794441429856,0.47226837376539854,0.47226837376539854,0.47226837376539854,0.0,0.0,0.0,8.678261890831303
1,2007-12-11,7.854471036823429,7.7444217394072306,9.123502039626183,7.854471036823429,7.854471036823429,0.5777305740317367,0.5777305740317367,0.5777305740317367,0.12198409747266926,0.12198409747266926,0.12198409747266926,0.45574647655906747,0.45574647655906747,0.45574647655906747,0.0,0.0,0.0,8.432201610855167
2,2007-12-12,7.854736500995252,7.493023096884237,8.911116286628035,7.854736500995252,7.854736500995252,0.37498960359204386,0.37498960359204386,0.37498960359204386,-0.06510161159852075,-0.06510161159852075,-0.06510161159852075,0.4400912151905646,0.4400912151905646,0.4400912151905646,0.0,0.0,0.0,8.229726104587296
3,2007-12-13,7.855001965167075,7.500670247746415,8.907123206127528,7.855001965167075,7.855001965167075,0.35374567160449205,0.35374567160449205,0.35374567160449205,-0.0719985651987491,-0.0719985651987491,-0.0719985651987491,0.42574423680324114,0.42574423680324114,0.42574423680324114,0.0,0.0,0.0,8.208747636771568
4,2007-12-14,7.855267429338898,7.52191691822766,8.897725193518696,7.855267429338898,7.855267429338898,0.34263932939148034,0.34263932939148034,0.34263932939148034,-0.07047151536474619,-0.07047151536474619,-0.07047151536474619,0.41311084475622645,0.41311084475622645,0.41311084475622645,0.0,0.0,0.0,8.197906758730378
5,2007-12-15,7.855532893510721,7.231276130916092,8.638200521611084,7.855532893510721,7.855532893510721,0.08901850777353346,0.08901850777353346,0.08901850777353346,-0.3135325787225458,-0.3135325787225458,-0.3135325787225458,0.40255108649607924,0.40255108649607924,0.40255108649607924,0.0,0.0,0.0,7.944551401284254
6,2007-12-16,7.855798357682544,7.536171397831064,8.986127735724613,7.855798357682544,7.855798357682544,0.4417046145335709,0.4417046145335709,0.4417046145335709,0.04733222899897489,0.04733222899897489,0.04733222899897489,0.3943723855345959,0.3943723855345959,0.3943723855345959,0.0,0.0,0.0,8.297502972216115
7,2007-12-17,7.856063821854368,7.886274652767711,9.304374005811516,7.856063821854368,7.856063821854368,0.7406118337840027,0.7406118337840027,0.7406118337840027,0.35178794441417827,0.35178794441417827,0.35178794441417827,0.3888238893698244,0.3888238893698244,0.3888238893698244,0.0,0.0,0.0,8.596675655638371
8,2007-12-18,7.856329286026192,7.677690589833512,9.059547530422554,7.856329286026192,7.856329286026192,0.5080767465247782,0.5080767465247782,0.5080767465247782,0.1219840974723294,0.1219840974723294,0.1219840974723294,0.3860926490524488,0.3860926490524488,0.3860926490524488,0.0,0.0,0.0,8.36440603255097
9,2007-12-19,7.856594750198014,7.458767482954337,8.89527786002807,7.856594750198014,7.856594750198014,0.3212000755924253,0.3212000755924253,0.3212000755924253,-0.06510161159872233,-0.06510161159872233,-0.06510161159872233,0.38630168719114755,0.38630168719114755,0.38630168719114755,0.0,0.0,0.0,8.17779482579044
10,2007-12-20,7.856860214369838,7.443196368078571,8.899618328441209,7.856860214369838,7.856860214369838,0.31751138615710633,0.31751138615710633,0.31751138615710633,-0.07199856519862936,-0.07199856519862936,-0.07199856519862936,0.38950995135573574,0.38950995135573574,0.38950995135573574,0.0,0.0,0.0,8.174371600526944
11,2007-12-21,7.85712567854166,7.529132181938768,8.851651597348388,7.85712567854166,7.85712567854166,0.3252425755791258,0.3252425755791258,0.3252425755791258,-0.0704715153648671,-0.0704715153648671,-0.0704715153648671,0.3957140909439928,0.3957140909439928,0.3957140909439928,0.0,0.0,0.0,8.182368254120785
12,2007-12-22,7.8573911427134835,7.297862962367508,8.635471161093475,7.8573911427134835,7.8573911427134835,0.09131936072912793,0.09131936072912793,0.09131936072912793,-0.31353257872255114,-0.31353257872255114,-0.31353257872255114,0.40485193945167897,0.40485193945167897,0.40485193945167897,0.0,0.0,0.0,7.948710503442611
13,2007-12-23,7.857656606885306,7.6032472239472835,8.999357551346593,7.857656606885306,7.857656606885306,0.46413976145823094,0.46413976145823094,0.46413976145823094,0.04733222899830053,0.04733222899830053,0.04733222899830053,0.41680753245993035,0.41680753245993035,0.41680753245993035,0.0,0.0,0.0,8.321796368343536
14,2007-12-24,7.857922071057129,7.946709956210723,9.33418637669421,7.857922071057129,7.857922071057129,0.7832053905232961,0.7832053905232961,0.7832053905232961,0.35178794441429945,0.35178794441429945,0.35178794441429945,0.4314174461089967,0.4314174461089967,0.4314174461089967,0.0,0.0,0.0,8.641127461580425
15,2007-12-25,7.858187535228952,7.7536572295364445,9.080964246542505,7.858187535228952,7.858187535228952,0.5704623002267868,0.5704623002267868,0.5704623002267868,0.1219840974719895,0.1219840974719895,0.1219840974719895,0.4484782027547972,0.4484782027547972,0.4484782027547972,0.0,0.0,0.0,8.428649835455738
16,2007-12-26,7.858452999400775,7.559234472778294,8.93367265192248,7.858452999400775,7.858452999400775,0.40265284945087276,0.40265284945087276,0.40265284945087276,-0.06510161159870381,-0.06510161159870381,-0.06510161159870381,0.46775446104957663,0.46775446104957663,0.46775446104957663,0.0,0.0,0.0,8.261105848851647
17,2007-12-27,7.858718463572598,7.630672778099521,8.980255322915218,7.858718463572598,7.858718463572598,0.41698912252481607,0.41698912252481607,0.41698912252481607,-0.07199856519888935,-0.07199856519888935,-0.07199856519888935,0.4889876877237054,0.4889876877237054,0.4889876877237054,0.0,0.0,0.0,8.275707586097413
18,2007-12-28,7.858983927744421,7.593940258854404,8.962924742200144,7.858983927744421,7.858983927744421,0.4414334830918493,0.4414334830918493,0.4414334830918493,-0.07047151536458161,-0.07047151536458161,-0.07047151536458161,0.511904998456431,0.511904998456431,0.511904998456431,0.0,0.0,0.0,8.300417410836271
19,2007-12-29,7.859249391916245,7.415048560853679,8.73938593020017,7.859249391916245,7.859249391916245,0.22269527693290342,0.22269527693290342,0.22269527693290342,-0.3135325787224753,-0.3135325787224753,-0.3135325787224753,0.5362278556553788,0.5362278556553788,0.5362278556553788,0.0,0.0,0.0,8.081944668849149
20,2007-12-30,7.859514856088068,7.786467814516474,9.179084464169046,7.859514856088068,7.859514856088068,0.6090125506607668,0.6090125506607668,0.6090125506607668,0.047332228998577384,0.047332228998577384,0.047332228998577384,0.5616803216621895,0.5616803216621895,0.5616803216621895,0.0,0.0,0.0,8.468527406748835
21,2007-12-31,7.859780320259891,8.07597978092891,9.487728593660739,7.859780320259891,7.859780320259891,0.9397845308829033,0.9397845308829033,0.9397845308829033,0.35178794441442063,0.35178794441442063,0.35178794441442063,0.5879965864684827,0.5879965864684827,0.5879965864684827,0.0,0.0,0.0,8.799564851142794
22,2008-01-01,7.860045784431714,7.9380837817214625,9.304062914611965,7.860045784431714,7.860045784431714,0.7369116162434582,0.7369116162434582,0.7369116162434582,0.12198409747196022,0.12198409747196022,0.12198409747196022,0.6149275187714981,0.6149275187714981,0.6149275187714981,0.0,0.0,0.0,8.596957400675173
23,2008-01-02,7.860311248603537,7.713718080139426,9.137001338679307,7.860311248603537,7.860311248603537,0.577144415526554,0.577144415526554,0.577144415526554,-0.06510161159881835,-0.06510161159881835,-0.06510161159881835,0.6422460271253724,0.6422460271253724,0.6422460271253724,0.0,0.0,0.0,8.437455664130091
24,2008-01-03,7.86057671277536,7.799519935341391,9.20100981960859,7.86057671277536,7.86057671277536,0.5977524976185965,0.5977524976185965,0.5977524976185965,-0.07199856519885559,-0.07199856519885559,-0.07199856519885559,0.6697510628174521,0.6697510628174521,0.6697510628174521,0.0,0.0,0.0,8.458329210393956
25,2008-01-04,7.860842176947183,7.760779385720329,9.13309928264127,7.860842176947183,7.860842176947183,0.6267986310833179,0.6267986310833179,0.6267986310833179,-0.07047151536476767,-0.07047151536476767,-0.07047151536476767,0.6972701464480857,0.6972701464480857,0.6972701464480857,0.0,0.0,0.0,8.4876408080305
26,2008-01-05,7.8611076411190055,7.574820038822183,8.982136225149725,7.8611076411190055,7.8611076411190055,0.41112777565878633,0.41112777565878633,0.41112777565878633,-0.31353257872239965,-0.31353257872239965,-0.31353257872239965,0.7246603543811858,0.7246603543811858,0.7246603543811858,0.0,0.0,0.0,8.272235416777791
